"[4096, 128, 10]",0.01,6.85186427639
"[4096, 128, 10]",0.1,39.9030822764
"[4096, 128, 10]",1.0,40.3869250758
"[4096, 512, 10]",0.01,0.130774396863
"[4096, 512, 10]",0.1,39.6984966871
"[4096, 512, 10]",1.0,40.3892029131
"[4096, 128, 128, 10]",0.01,0.158881752635
"[4096, 128, 128, 10]",0.1,39.6438200411
"[4096, 128, 128, 10]",1.0,40.4566309394
"[4096, 128, 512, 10]",0.01,0.139044070318
"[4096, 128, 512, 10]",0.1,39.7600955331
"[4096, 128, 512, 10]",1.0,40.1592556911
